surface_id,bulk_id,crack_e_ads_o,gemnet_e_ads_o,crack_e_ads_oh,gemnet_e_ads_oh,gemnet_U_limiting,gemnet_eta_ORR,gemnet_limiting_step
mp-1078896_001,mp-1078896,2.5158591308593747,1.9841208496093747,0.9355166015624992,0.6289064941406242,0.6289064941406242,0.6010935058593758,4
mp-1078938_001,mp-1078938,1.6220603027343747,1.7742819824218747,0.7539980468749992,0.7307131347656242,0.7307131347656242,0.4992868652343758,4
mp-1079646_101,mp-1079646,2.1115927734375,1.9551901855468747,0.5280764160156242,0.9600374755859368,0.7599625244140631,0.4700374755859369,1
mp-1080459_001,mp-1080459,1.6522650756835937,1.540830139160156,0.6406023559570304,0.7770540771484367,0.7637760620117193,0.46622393798828066,3
mp-1080677_11-1,mp-1080677,1.7345709838867185,1.6246695556640622,0.6563341674804679,0.8053515014648429,0.8053515014648429,0.42464849853515707,4
mp-1091375_010,mp-1091375,2.1642661132812497,1.7933859863281247,0.8012239990234367,1.0992434082031242,0.6207565917968756,0.6092434082031244,1
mp-1094107_010,mp-1094107,2.3709921875,1.7267050781249995,0.8724367675781242,1.2089235839843742,0.5110764160156256,0.7189235839843744,1
mp-1094108_100,mp-1094108,2.4718527832031247,1.6963095703124995,0.9857790527343742,0.7408449707031242,0.7408449707031242,0.4891550292968758,4
mp-1095516_010,mp-1095516,1.8008170166015622,1.7861533203124995,0.7560732421874992,0.7648623046874992,0.7648623046874992,0.4651376953125008,4
mp-1095594_001,mp-1095594,2.120091918945312,1.9598746337890625,0.9114534912109368,0.9874422607421868,0.7325577392578131,0.4974422607421869,1
mp-1100809_011,mp-1100809,2.1415,2.5993247070312497,0.9697878417968742,1.0043642578124992,0.7156357421875006,0.5143642578124994,1
mp-1101145_10-1,mp-1101145,1.5561118164062495,1.7511191406249995,0.6868898925781242,0.5905458984374992,0.5905458984374992,0.6394541015625008,4
mp-1102023_001,mp-1102023,2.136373046875,2.2062583007812497,0.7271730957031242,1.0239565429687492,0.6960434570312506,0.5339565429687494,1
mp-1102324_100,mp-1102324,1.4254660644531247,1.8072409667968747,0.6770937499999992,0.8898928222656242,0.8301071777343756,0.3998928222656244,1
mp-1102382_001,mp-1102382,1.9130911865234368,2.354497436523437,0.9792940673828116,1.1599886474609369,0.5600113525390631,0.6699886474609369,1
mp-1103057_110,mp-1103057,1.4417624511718747,1.4775137939453122,0.7353518066406242,0.5834658203124992,0.5834658203124992,0.6465341796875008,4
mp-1103512_011,mp-1103512,2.3842673339843747,2.0643820800781247,1.1265871582031242,0.7701113281249992,0.7701113281249992,0.4598886718750008,4
mp-1103729_001,mp-1103729,1.6816000976562495,1.4897208251953122,1.1186678466796869,0.9326479492187492,0.5570728759765631,0.6729271240234369,3
mp-1105134_110,mp-1105134,1.4343466796874995,1.8835654296875,0.6904604492187492,0.7167666015624992,0.7167666015624992,0.5132333984375008,4
mp-1105715_001,mp-1105715,2.3362937011718747,2.0050559082031247,0.9579775390624992,0.6094362792968742,0.6094362792968742,0.6205637207031258,4
mp-1112173_100,mp-1112173,2.695195678710937,1.6980719604492185,0.6318361816406242,0.5846865234374992,0.5846865234374992,0.6453134765625008,4
mp-1112961_100,mp-1112961,2.671964172363281,3.0010123291015622,1.0162432250976554,1.2151186523437492,0.5048813476562506,0.7251186523437494,1
mp-1120779_101,mp-1120779,2.2500510253906247,2.0552878417968747,1.0692751464843742,1.0479738769531242,0.6720261230468756,0.5579738769531244,1
mp-11327_111,mp-11327,2.143208984375,1.6423468627929685,0.8276217041015617,0.8433153686523429,0.7990314941406256,0.4309685058593744,3
mp-1135_001,mp-1135,1.7251181640624995,1.4663291015624995,0.7180178222656242,0.6721499023437492,0.6721499023437492,0.5578500976562508,4
mp-1147769_101,mp-1147769,1.4516501464843747,1.6447653808593747,0.5696871337890617,0.7521669921874992,0.7521669921874992,0.4778330078125008,4
mp-11694_001,mp-11694,2.2018332519531247,1.99745703125,1.1439211425781242,1.2198793945312492,0.5001206054687506,0.7298793945312494,1
mp-11703_110,mp-11703,1.9618277587890625,1.5949454345703122,0.7934725341796867,0.9555208740234368,0.6394245605468755,0.5905754394531245,3
mp-1173043_100,mp-1173043,2.1033530273437497,1.4028525390624995,0.8251955566406242,0.8360903320312492,0.5667622070312504,0.6632377929687496,3
mp-1178952_100,mp-1178952,1.9341177978515625,1.824918273925781,1.172722106933593,0.8957445678710929,0.8242554321289068,0.40574456787109314,1
