surface_id,bulk_id,crack_e_ads,crack_time,crack_steps,crack_converged,gemnet_e_ads,gemnet_time,gemnet_steps,gemnet_converged
mp-10125_100,mp-10125,0.08456445312499916,0.5802342891693115,47.0,True,0.26773095703124916,2.05130672454834,55.0,True
mp-1013525_001,mp-1013525,1.4008791503906242,0.4585850238800049,37.0,True,0.48733544921874916,3.1117770671844482,81.0,True
mp-1013526_001,mp-1013526,1.3083193359374992,0.4321894645690918,35.0,True,1.3034060058593742,1.8981759548187256,45.0,True
mp-1013545_100,mp-1013545,-0.5663449707031258,1.4082543849945068,119.0,True,-1.4727780761718758,5.788688898086548,149.0,True
mp-1013548_100,mp-1013548,-2.7600552978515633,0.8395290374755859,67.0,True,-2.641998046875001,2.716381549835205,71.0,True
mp-1013550_100,mp-1013550,-1.4492185058593758,1.1653389930725098,99.0,True,-0.8292691650390633,1.6875135898590088,44.0,True
mp-1013554_100,mp-1013554,-0.6088101806640633,0.45610785484313965,37.0,True,-0.15316748046875084,1.1393184661865234,30.0,True
mp-1013555_100,mp-1013555,-2.6179044189453133,0.23113012313842773,19.0,True,-2.4866177978515633,1.9253818988800049,51.0,True
mp-1013558_100,mp-1013558,-2.202789062500001,0.22062897682189941,19.0,True,-2.0513760986328133,3.54931378364563,94.0,True
mp-1013588_100,mp-1013588,-0.8915402832031258,0.8898060321807861,76.0,True,-1.1660306396484383,1.5899934768676758,42.0,True
mp-1013643_100,mp-1013643,-2.317626708984376,0.173858642578125,15.0,True,-2.267944091796876,4.062082052230835,107.0,True
mp-1013760_111,mp-1013760,0.43721032714843666,0.4041893482208252,32.0,True,0.7700808105468742,4.383892059326172,113.0,True
mp-1013900_001,mp-1013900,0.9406588134765617,0.5257718563079834,43.0,True,0.7727053222656242,3.143475294113159,84.0,True
mp-1014111_001,mp-1014111,0.6874849853515617,0.38852930068969727,30.0,True,0.13911462402343666,0.7972240447998047,22.0,True
mp-1014160_100,mp-1014160,-2.781646484375001,0.5738775730133057,46.0,True,-2.404205078125001,2.7300100326538086,66.0,True
mp-1014204_010,mp-1014204,0.5396425781249992,0.4393637180328369,37.0,True,0.6714785156249992,3.4890313148498535,83.0,True
mp-1014219_110,mp-1014219,-1.6089475097656258,0.2248077392578125,18.0,True,-2.068725341796876,0.8570728302001953,22.0,True
mp-1014226_010,mp-1014226,-1.9776303710937508,0.3822953701019287,31.0,True,-1.8830563964843758,2.013124704360962,52.0,True
mp-1014227_010,mp-1014227,-1.3439023437500008,0.2865478992462158,23.0,True,-1.1293027343750008,4.366153955459595,93.0,True
mp-1014229_001,mp-1014229,-0.39517187500000084,0.34626054763793945,28.0,True,-0.16040014648437584,1.6611006259918213,42.0,True
mp-1014230_110,mp-1014230,-1.4549710693359383,0.3321232795715332,26.0,True,-1.8335416259765633,1.3491144180297852,34.0,True
mp-1014231_001,mp-1014231,-1.7268979492187508,0.23434925079345703,19.0,True,-1.9614865722656258,1.162646770477295,30.0,True
mp-1014244_110,mp-1014244,-3.015289062500001,0.3540346622467041,28.0,True,-0.8083798828125008,2.9961304664611816,64.0,True
mp-1014251_001,mp-1014251,-1.7093808593750008,0.5558607578277588,44.0,True,-1.4397885742187508,3.120184898376465,74.0,True
mp-1014252_011,mp-1014252,-2.447356933593751,0.20983052253723145,16.0,True,-2.214019531250001,3.009868860244751,63.0,True
mp-1014257_011,mp-1014257,-2.139556640625001,1.2819960117340088,98.0,True,-2.178313964843751,1.9912147521972656,42.0,True
mp-1014265_110,mp-1014265,-2.228240722656251,0.8164663314819336,66.0,True,-2.454375976562501,2.478649139404297,58.0,True
mp-1014303_001,mp-1014303,1.1465151367187492,0.7636222839355469,61.0,True,0.07833886718749916,1.7844476699829102,41.0,True
mp-1014318_111,mp-1014318,-2.204009765625001,0.4412844181060791,33.0,True,-0.6717832031250008,5.719677925109863,82.0,True
mp-1014345_101,mp-1014345,-4.514312500000001,0.1741015911102295,14.0,True,-0.24740576171875084,2.6521434783935547,63.0,True
mp-1014358_110,mp-1014358,-2.149810546875001,0.44394564628601074,35.0,True,0.11306787109374916,1.2935287952423096,27.0,True
mp-1014369_101,mp-1014369,-1.3459470214843758,0.1966707706451416,16.0,True,-1.2158505859375008,1.3817799091339111,36.0,True
mp-1014379_100,mp-1014379,-0.8393857421875008,0.3553581237792969,28.0,True,0.22085595703124916,1.9458532333374023,40.0,True
mp-1014558_100,mp-1014558,-1.7297666015625008,0.3224334716796875,26.0,True,-0.40493750000000084,3.467179298400879,79.0,True
